纳税人信用等级,社会信用代码,主管税务机关名称,生成时间,纳税人识别号,纳税人名称
A,91110114556865392W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556865392W,北京亚安新能航天科技有限公司
A,91110114556873720F,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556873720F,北京绿人科技有限责任公司
A,91110114556877027A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556877027A,北京丹迪兰商贸有限公司
A,91110114556878986P,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878986P,北京市质易达工程监理有限责任公司
A,91110114556878994J,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556878994J,北京赛思科系统工程有限责任公司
A,91110114556887962R,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887962R,北京永宝昌地源热泵中央空调技术有限责任公司
A,91110114556887989H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556887989H,北京卓诚惠生生物科技股份有限公司
A,91110114556888789D,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110114556888789D,北京中联裕盛物流有限公司
A,911101145568890449,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568890449,北京墨轩文阁图书有限公司
A,911101145568915319,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568915319,北京航天凯旋工程技术有限公司
A,91110114556895348H,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114556895348H,北京译诺天下翻译有限公司
A,911101145568962281,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568962281,生工生物工程（上海）股份有限公司北京销售分公司
A,911101145568973190,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145568973190,北京华维国创电子科技有限公司
A,91110114558501883L,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558501883L,北京久信天成贸易有限公司
A,911101145585062119,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,911101145585062119,北京万奥信息技术有限公司
A,91110114558507273W,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558507273W,北京万吉建业建材有限公司
A,91110114558508217A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558508217A,北京智尚国际货运代理有限公司
A,91110114558509279X,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114558509279X,北京电科智轩电气技术有限公司
A,91110108MA01C87853,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C87853,北京玛西商贸有限公司
A,91110108MA01C87A1Q,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110108MA01C87A1Q,北京立保科技有限公司
A,91110108MA01C88J1N,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108MA01C88J1N,北京盈树科技有限公司
A,91110109MA01EDK820,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDK820,北京宏利欣制冷设备有限公司
A,91110109MA01EDWC14,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EDWC14,北京力佳康健康科技有限公司
A,91110109MA01EEUJ9L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEUJ9L,中锐众升（北京）建设有限公司
A,91110109MA01EEXX2M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEXX2M,北京立新天宏市政工程有限公司
A,91110109MA01EEYC79,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EEYC79,北京睿德风驰体育文化发展有限公司
A,91110109MA01EFDF0D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFDF0D,北京众乐辉煌建筑装饰有限公司
A,91110109MA01EFEC26,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EFEC26,中安伟业（北京）建设发展有限公司
A,91110109MA01EGHX6C,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EGHX6C,京科沣电子技术（北京）有限公司
A,91110109MA01EH4W8Y,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EH4W8Y,北京环宇世通建筑工程有限公司
A,91110109MA01EHAE9M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHAE9M,北京龙宸建设工程有限公司
A,91110109MA01EHG29B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHG29B,北京大有宏业科技有限公司
A,91110109MA01EHUQ41,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EHUQ41,北京汇达建业建设工程有限公司
A,91110109MA01EKUE45,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01EKUE45,北京盈奇科技有限公司
A,91110109MA01EL0E69,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0E69,北京建鑫友悦建筑工程有限公司
A,91110109MA01EL0R28,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL0R28,幻乐星球（北京）娱乐文化传媒有限公司
A,91110109MA01EL7L8D,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EL7L8D,北京天工润智机械设备租赁有限公司
A,91110109MA01EM0P93,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EM0P93,北京亮山苗木花卉有限公司
A,91110109MA01EMCW2N,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMCW2N,北京金旅文建科技发展有限公司
A,91110109MA01EMJK95,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EMJK95,北京钰兴装饰工程有限公司
A,91110109MA01EPED8K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01EPED8K,北京恒泰顺通建筑工程有限公司
A,91110109MA01JU0L5X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JU0L5X,北京超森建设有限公司
A,91110109MA01JUREX0,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JUREX0,北京浪淘优品科技有限公司
A,91110109MA01JWDG2H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWDG2H,北京佳乐缘商贸有限公司
A,91110109MA01JWKL8A,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JWKL8A,北京江禾腾飞科技有限公司
A,91110109MA01JY610J,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01JY610J,北京双子盛世文化有限公司
A,91110109MA01K0M07B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K0M07B,北京南极雪科技有限公司
A,91110109MA01K12Q59,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K12Q59,北京华信天启数据处理有限公司
A,91110109MA01K1B93N,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110109MA01K1B93N,北京新丰园商贸有限公司
A,91110109MA01K2LA8H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K2LA8H,新郑建筑劳务（北京）有限公司
A,91110109MA01K3N607,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K3N607,环宇恒星（北京）文化传播有限公司
A,91110109MA01K5U602,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K5U602,北京咏宝国际市场咨询有限公司
A,91110109MA01K7460X,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K7460X,北京凤鸣晨翔商贸有限公司
A,91110109MA01K85R1H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K85R1H,北京天财如鑫科技有限公司
A,91110109MA01K9LW7K,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01K9LW7K,北京臻瑞永诚科技有限公司
A,91110109MA01KA8X5H,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KA8X5H,北京冬航卫士保安服务有限公司
A,91110109MA01KABW6L,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KABW6L,北京广洁伟业环保科技有限公司
A,91110109MA01KB8B8F,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KB8B8F,北京冠擎工程有限公司
A,91110109MA01KDNN7M,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KDNN7M,保利物业管理（北京）有限公司门头沟分公司
A,91110109MA01KEQHX7,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KEQHX7,北京益隆昌科技有限公司
A,91110109MA01KERN5P,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KERN5P,北京英信达医疗科技有限公司
A,91110109MA01KF526U,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109MA01KF526U,北京嘉业兴建筑工程有限公司
A,911101128024801495,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128024801495,北京市通州永顺汽车修理站
A,911101128024818898,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128024818898,中国建设银行股份有限公司北京通州分行
A,91110112802651956F,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802651956F,北京珠江中天和置业有限公司
A,911101128028858677,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,911101128028858677,北京惠泽奥科贸中心
A,9111011280288969X0,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,9111011280288969X0,北京科盟机电设备有限责任公司
A,91110112802930330R,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802930330R,北京宏泰旸房地产开发有限公司
A,91110112802945583F,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110112802945583F,北京天视中宏电梯有限公司
A,9111011280295990X3,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,9111011280295990X3,北京朝兴玻璃钢制品有限公司
A,91110112802962404E,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112802962404E,北京歌德永乐文化发展有限公司
A,91110112L002252108,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112L002252108,北京市天力人体育用品有限公司
A,91110112L00230896Q,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112L00230896Q,北京兴鲁瑞达科技有限公司
A,91110106662185614B,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106662185614B,北京客来客胜商贸有限公司
A,91110112663721976Q,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110112663721976Q,北京诺迈尔科技发展有限公司
A,91110106571235217A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110106571235217A,北京八匹马文化传媒有限公司
A,911101068022261598,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022261598,北京四创华电新材料技术有限公司
A,911101067526271725,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101067526271725,北京环劳安科技发展有限公司
A,91110107758741275E,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110107758741275E,北京加达加驰汽车服务有限公司
A,91110106782541265T,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106782541265T,北京东昌恒通顺业商贸有限公司
A,9111010675964336X1,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,9111010675964336X1,北京市金维乐电控技术开发有限公司
A,91110106741589625P,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106741589625P,北京勇云诚商贸有限公司
A,9111010674673991XF,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,9111010674673991XF,北京市鑫永盛建材厂
A,911101067334875815,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,911101067334875815,北京阳光丽人服装服饰中心
A,91110106102273325M,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102273325M,北京南方铜材厂
A,91110102746112324M,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102746112324M,北京德满园涮肉馆
A,91110102788982459D,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102788982459D,北京千龙网都昊天时上上网服务有限公司
A,91110102101476251H,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,91110102101476251H,北京康普特文化发展公司
A,91110106554803366A,国家税务总局北京市平谷区税务局,5/4/2025 18:31:18,91110106554803366A,北京建安成坤自动化技术有限公司
A,91110106102155142F,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106102155142F,北京北信丰元铁路电子设备有限公司
A,91110106600055371L,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110106600055371L,古琦时装（北京）有限公司
A,911101068022219568,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022219568,北京都盛商贸有限责任公司
A,911101067000993556,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101067000993556,北京英科宇科技开发中心
A,911101068022378516,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911101068022378516,北京中铁北方物资有限公司
A,91110106681958790X,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106681958790X,北京保利万源影城有限公司
A,91110302575212661P,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110302575212661P,北京凯弘达科技有限公司
A,91110101569502267H,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110101569502267H,北京瑞途环宇文化传播有限公司
A,9111010668121349XH,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,9111010668121349XH,北京市展顺文化发展有限公司
A,911101028022176662,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,911101028022176662,北京圣医耀科技发展有限责任公司
A,911101087400963519,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087400963519,北京鹏翔物业管理有限公司
A,91110108684394871N,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108684394871N,北京麦格天农科技发展有限公司
A,911101085960694892,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085960694892,活力树（北京）网络科技有限公司
A,9111010859965494XE,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,9111010859965494XE,云能投（北京）国际咨询有限公司
A,91110108556801743G,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108556801743G,北京百链网源信息技术有限公司
A,911101085604305197,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101085604305197,北京超星尔雅教育科技有限公司
A,91110108699627463D,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108699627463D,北京龙徽文化发展有限责任公司
A,91110108562124611X,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108562124611X,北京中数集思软件技术有限公司
A,911101087747035002,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087747035002,北京银远物业管理有限公司
A,9111010810177067X4,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010810177067X4,北京桀亚莱福生物技术有限责任公司
A,911101086336940496,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086336940496,北京航天广通科技有限公司
A,911101087001457885,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087001457885,北京国环清华环境工程设计研究院有限公司
A,911101086003680361,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101086003680361,北京正有光传输技术有限责任公司
A,91110108802103546R,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108802103546R,北京数码易知科技发展有限责任公司
A,91110108802017429D,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108802017429D,北京帛仁旅游管理有限公司
A,911101087400557367,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,911101087400557367,北京灵州网络技术有限公司
A,91110108793426975T,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108793426975T,北京博创兴盛科技有限公司
A,9111010810204643XW,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,9111010810204643XW,北京新华国际旅游有限公司
A,911100008020952249,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911100008020952249,北京西新隆商贸有限公司
A,911101086723669614,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086723669614,北京理工国际会议中心有限公司延园招待所
A,91110108691667700C,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108691667700C,北京博地澜屋建筑设计咨询有限公司
A,911101057003095946,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101057003095946,北京中恒高博知识产权代理有限公司
A,91110108551439458P,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108551439458P,北京恒达时讯信息技术有限责任公司
A,9111010874062859X7,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,9111010874062859X7,北京依派伟业数码科技有限公司
A,91110108723570867R,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108723570867R,北京中青慧博人力资源管理咨询有限公司
A,911101087214698109,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087214698109,北京翰纳维科技有限公司
A,91110108597693187C,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108597693187C,博努力（北京）仿真技术有限公司
A,91110108101919817W,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108101919817W,北京市苏州街燕兴大酒楼
A,91110108697666610M,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108697666610M,北京雪云投资管理股份有限公司
A,91110108699627746M,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108699627746M,北京同仁堂京北企业管理有限公司颐和园路药店
A,91110108688373023C,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108688373023C,北京云畅游戏科技股份有限公司
A,91110108798501401Q,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108798501401Q,爱思开希恩希系统（北京）有限公司
A,91110108670571953M,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108670571953M,北京慧廷酒店管理有限公司
A,91110108670577124K,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108670577124K,北京通广龙电子科技有限公司
A,91110108747521365L,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108747521365L,北京兴天通电讯科技有限公司
A,9111010863371437XW,国家税务总局北京市石景山区税务局,5/4/2025 18:31:18,9111010863371437XW,北京城建弘志拆迁工程有限责任公司
A,911101086675484378,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101086675484378,北京向心力建筑设计事务所有限公司
A,91110000633704315U,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110000633704315U,北京龙浩伟业通信有限责任公司
A,91110108102102622A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108102102622A,慧聪商情广告（北京）有限公司
A,91110108717718028J,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108717718028J,北京曙光物业管理有限公司
A,911101087839947097,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087839947097,北京北语留学服务中心有限公司
A,91110108691696851A,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110108691696851A,北京太能沃可网络科技股份有限公司
A,91110108700135571B,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110108700135571B,北京天脉通达建设有限公司
A,911101087642182617,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,911101087642182617,北京谱华之光财务顾问有限公司
A,91110228MA00AHYD0E,国家税务总局北京市密云区税务局,5/4/2025 18:31:18,91110228MA00AHYD0E,中电正控（北京）电气有限公司
A,9111011559386003X9,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,9111011559386003X9,北京青云龙腾农业科技有限公司
A,91110000633795210K,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110000633795210K,北京云星宇交通科技股份有限公司
A,91110109753314442F,国家税务总局北京市门头沟区税务局,5/4/2025 18:31:18,91110109753314442F,北京演盛国际文化发展有限公司
A,91110106074192340D,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110106074192340D,北京盛达天成科技有限公司
A,911101026336884071,国家税务总局北京市西城区税务局,5/4/2025 18:31:18,911101026336884071,北京市阜昌典当行有限责任公司
A,911101150514097113,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,911101150514097113,北京均大制药有限公司
A,91110106678215902Q,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110106678215902Q,北京金联融财务咨询有限责任公司
A,911100006963829152,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,911100006963829152,北京海宏伟业旧机动车经纪有限公司
A,91110105059292570T,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110105059292570T,北京江山锦绣文化传播有限公司
A,91110112MA0195LM43,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0195LM43,北京万酒网科技有限公司
A,91110112MA01961D6C,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110112MA01961D6C,北京鸿远通达市政工程有限公司
A,91110112MA0196A150,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0196A150,京鸿润达（北京）科技有限公司
A,91110112MA0196A90Q,国家税务总局北京经济技术开发区税务局,5/4/2025 18:31:18,91110112MA0196A90Q,北京康龙汽车服务有限公司
A,91110112MA01979J9F,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01979J9F,北京壹帆智诚商贸有限公司
A,91110112MA0197KR40,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0197KR40,北京威景亚创文化传播有限公司
A,91110112MA01988P4N,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01988P4N,北京沙鸥科技发展有限公司
A,91110112MA0198A88Y,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198A88Y,北京月亮嘉园建筑装饰有限公司
A,91110112MA0198NL7C,国家税务总局北京市顺义区税务局,5/4/2025 18:31:18,91110112MA0198NL7C,东岳恒泰（北京）贸易有限公司
A,91110112MA0198QD0T,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198QD0T,北京晨曦初露商贸有限公司
A,91110112MA0198U42Q,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA0198U42Q,月山（北京）建筑设计咨询有限公司
A,91110112MA01995A5J,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01995A5J,北京博大腾飞科技有限公司
A,91110112MA01995F6T,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01995F6T,北京红点光禾环保科技有限公司
A,91110112MA01997C4W,国家税务总局北京市通州区税务局,5/4/2025 18:31:18,91110112MA01997C4W,北京懿德宝华商贸有限公司
A,91110114MA00H9RKX0,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00H9RKX0,北京三曼陀商贸有限公司
A,91110114MA00HAC039,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HAC039,北京慕明医疗管理顾问有限公司
A,91110114MA00HCF163,国家税务总局北京市东城区税务局,5/4/2025 18:31:18,91110114MA00HCF163,北京中泰睿星科技有限公司
A,91110114MA00HD646A,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HD646A,北京中泽鸿创科技有限公司
A,91110114MA00HDMT2R,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HDMT2R,北京奥杰门窗有限公司
A,91110114MA00HDR668,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110114MA00HDR668,北京信安诺德科技有限公司
A,91110114MA00HEUC74,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HEUC74,北京阳光睿行商务管理服务有限公司
A,91110114MA00HFRK64,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA00HFRK64,隆杰信驰（北京）泥浆科技有限公司
A,91110114MA0176U464,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0176U464,北京安畅汽车租赁有限公司
A,91110114MA01772C6M,国家税务总局北京市房山区税务局,5/4/2025 18:31:18,91110114MA01772C6M,北京恒丰益盛商贸有限公司
A,91110114MA01772T51,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01772T51,宁波玩品汇商贸发展有限公司北京昌平第二分公司
A,91110114MA01777W13,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01777W13,天使妇儿（北京）基因检测技术有限公司
A,91110114MA01779B20,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01779B20,北京鑫琴商贸有限公司
A,91110114MA0177B21Y,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177B21Y,北京裕贵伟航商贸有限公司
A,91110114MA0177L17K,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177L17K,北京侃谱餐饮管理有限公司
A,91110114MA0177TMXE,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA0177TMXE,北京梓桐事达商贸有限公司
A,91110114MA01C2DL3M,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C2DL3M,北京长空天润科技有限公司
A,91110114MA01C30873,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C30873,北京舞璨文化发展有限公司
A,91110114MA01C3FX7X,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3FX7X,北京福奥达汽车服务有限公司
A,91110114MA01C3RU9T,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3RU9T,北京安可特科技有限公司
A,91110114MA01C3U61P,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C3U61P,北京金宇视通科技有限公司
A,91110114MA01C3XQ4Y,国家税务总局北京市海淀区税务局,5/4/2025 18:31:18,91110114MA01C3XQ4Y,北京谦高科技有限公司
A,91110114MA01C44G0K,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C44G0K,东方宏森（北京）装饰工程有限公司
A,91110114MA01C45F94,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C45F94,北京坚铄科技发展有限公司
A,91110114MA01C51385,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C51385,北京新光通明科技有限公司
A,91110114MA01C5WW2M,国家税务总局北京市大兴区税务局,5/4/2025 18:31:18,91110114MA01C5WW2M,北京乐厚德生态科技有限公司
A,91110114MA01C66U32,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C66U32,北京浩德恒远科技有限公司
A,91110114MA01C6958U,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C6958U,北京奇远农业科技有限公司
A,91110114MA01C6FM55,国家税务总局北京市丰台区税务局,5/4/2025 18:31:18,91110114MA01C6FM55,北京华迈物云科技有限公司
A,91110114MA01C7P1XF,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C7P1XF,北京京电华创电力工程有限公司
A,91110114MA01C7U97A,国家税务总局北京市朝阳区税务局,5/4/2025 18:31:18,91110114MA01C7U97A,北京优联融汇食品有限公司
A,91110114MA01C89U81,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C89U81,北京飞象福星科技有限公司
A,91110114MA01C8CT94,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C8CT94,北京金鼎得网络科技有限公司
A,91110114MA01C97G32,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C97G32,北京第一天物业管理有限公司
A,91110114MA01C9EFX9,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01C9EFX9,北京中兴京盛建设工程有限公司
A,91110114MA01CA5C0G,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CA5C0G,北京永明环保科技有限公司
A,91110114MA01CAM78Y,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CAM78Y,中亿易恒（北京）科技有限公司
A,91110114MA01CB7X8D,国家税务总局北京市昌平区税务局,5/4/2025 18:31:18,91110114MA01CB7X8D,尚德广源（北京）房地产经纪有限公司
